o,h,l,c,time
1.06586,1.06610,1.06534,1.06548,2022-12-15T06:00:00.000000000Z
1.06544,1.06568,1.06402,1.06411,2022-12-15T07:00:00.000000000Z
1.06412,1.06470,1.06204,1.06220,2022-12-15T08:00:00.000000000Z
1.06220,1.06230,1.06057,1.06218,2022-12-15T09:00:00.000000000Z
1.06218,1.06277,1.06156,1.06158,2022-12-15T10:00:00.000000000Z
1.06160,1.06246,1.06067,1.06244,2022-12-15T11:00:00.000000000Z
1.06244,1.06280,1.06140,1.06230,2022-12-15T12:00:00.000000000Z
1.06231,1.06683,1.06140,1.06528,2022-12-15T13:00:00.000000000Z
1.06526,1.07362,1.06484,1.06991,2022-12-15T14:00:00.000000000Z
1.06992,1.07048,1.06235,1.06485,2022-12-15T15:00:00.000000000Z
1.06482,1.06568,1.06285,1.06372,2022-12-15T16:00:00.000000000Z
1.06375,1.06386,1.05929,1.05990,2022-12-15T17:00:00.000000000Z
1.05994,1.06239,1.05924,1.06225,2022-12-15T18:00:00.000000000Z
1.06225,1.06372,1.06191,1.06308,2022-12-15T19:00:00.000000000Z
1.06308,1.06383,1.06214,1.06251,2022-12-15T20:00:00.000000000Z
1.06250,1.06280,1.06200,1.06267,2022-12-15T21:00:00.000000000Z
1.06285,1.06309,1.06229,1.06306,2022-12-15T22:00:00.000000000Z
1.06307,1.06392,1.06270,1.06388,2022-12-15T23:00:00.000000000Z
1.06388,1.06435,1.06346,1.06410,2022-12-16T00:00:00.000000000Z
1.06412,1.06473,1.06388,1.06420,2022-12-16T01:00:00.000000000Z
1.06422,1.06626,1.06412,1.06510,2022-12-16T02:00:00.000000000Z
1.06508,1.06535,1.06456,1.06479,2022-12-16T03:00:00.000000000Z
1.06481,1.06516,1.06438,1.06464,2022-12-16T04:00:00.000000000Z
1.06462,1.06481,1.06406,1.06455,2022-12-16T05:00:00.000000000Z
1.06453,1.06607,1.06424,1.06562,2022-12-16T06:00:00.000000000Z
1.06560,1.06633,1.06308,1.06315,2022-12-16T07:00:00.000000000Z
1.06314,1.06606,1.06255,1.06556,2022-12-16T08:00:00.000000000Z
1.06556,1.06573,1.06102,1.06121,2022-12-16T09:00:00.000000000Z
1.06122,1.06288,1.06093,1.06235,2022-12-16T10:00:00.000000000Z
1.06233,1.06396,1.06204,1.06353,2022-12-16T11:00:00.000000000Z
1.06352,1.06384,1.06172,1.06218,2022-12-16T12:00:00.000000000Z
1.06216,1.06360,1.06135,1.06343,2022-12-16T13:00:00.000000000Z
1.06344,1.06490,1.06170,1.06435,2022-12-16T14:00:00.000000000Z
1.06437,1.06438,1.06080,1.06168,2022-12-16T15:00:00.000000000Z
1.06170,1.06247,1.05976,1.06091,2022-12-16T16:00:00.000000000Z
1.06091,1.06193,1.06042,1.06051,2022-12-16T17:00:00.000000000Z
1.06050,1.06174,1.06030,1.06150,2022-12-16T18:00:00.000000000Z
1.06150,1.06154,1.05953,1.05995,2022-12-16T19:00:00.000000000Z
1.05996,1.06064,1.05920,1.05925,2022-12-16T20:00:00.000000000Z
1.05924,1.05962,1.05848,1.05848,2022-12-16T21:00:00.000000000Z
1.05890,1.05981,1.05888,1.05920,2022-12-18T22:00:00.000000000Z
1.05926,1.05952,1.05826,1.05844,2022-12-18T23:00:00.000000000Z
1.05846,1.05998,1.05821,1.05994,2022-12-19T00:00:00.000000000Z
1.05994,1.06066,1.05964,1.06066,2022-12-19T01:00:00.000000000Z
1.06064,1.06132,1.06020,1.06088,2022-12-19T02:00:00.000000000Z
1.06088,1.06104,1.06021,1.06087,2022-12-19T03:00:00.000000000Z
1.06089,1.06112,1.06054,1.06064,2022-12-19T04:00:00.000000000Z
1.06064,1.06082,1.06014,1.06076,2022-12-19T05:00:00.000000000Z
1.06075,1.06342,1.06038,1.06291,2022-12-19T06:00:00.000000000Z
1.06291,1.06380,1.06215,1.06243,2022-12-19T07:00:00.000000000Z
1.06245,1.06480,1.06240,1.06420,2022-12-19T08:00:00.000000000Z
1.06424,1.06580,1.06166,1.06182,2022-12-19T09:00:00.000000000Z
1.06186,1.06353,1.06130,1.06192,2022-12-19T10:00:00.000000000Z
1.06196,1.06196,1.06043,1.06062,2022-12-19T11:00:00.000000000Z
1.06062,1.06155,1.06033,1.06064,2022-12-19T12:00:00.000000000Z
1.06058,1.06104,1.05974,1.06062,2022-12-19T13:00:00.000000000Z
1.06064,1.06134,1.05991,1.06033,2022-12-19T14:00:00.000000000Z
1.06033,1.06157,1.05760,1.05796,2022-12-19T15:00:00.000000000Z
1.05799,1.06288,1.05798,1.06234,2022-12-19T16:00:00.000000000Z
1.06234,1.06311,1.06184,1.06250,2022-12-19T17:00:00.000000000Z
1.06250,1.06264,1.06128,1.06140,2022-12-19T18:00:00.000000000Z
1.06138,1.06146,1.06011,1.06044,2022-12-19T19:00:00.000000000Z
1.06047,1.06094,1.06008,1.06046,2022-12-19T20:00:00.000000000Z
1.06042,1.06087,1.06032,1.06079,2022-12-19T21:00:00.000000000Z
1.06060,1.06081,1.06052,1.06078,2022-12-19T22:00:00.000000000Z
1.06082,1.06129,1.06050,1.06124,2022-12-19T23:00:00.000000000Z
1.06123,1.06123,1.05978,1.06003,2022-12-20T00:00:00.000000000Z
1.06004,1.06076,1.05980,1.06052,2022-12-20T01:00:00.000000000Z
1.06052,1.06156,1.06032,1.06147,2022-12-20T02:00:00.000000000Z
1.06148,1.06524,1.06022,1.06084,2022-12-20T03:00:00.000000000Z
1.06082,1.06160,1.06038,1.06076,2022-12-20T04:00:00.000000000Z
1.06074,1.06125,1.05790,1.05866,2022-12-20T05:00:00.000000000Z
1.05868,1.06019,1.05831,1.05936,2022-12-20T06:00:00.000000000Z
1.05936,1.06156,1.05919,1.06113,2022-12-20T07:00:00.000000000Z
1.06113,1.06345,1.06041,1.06339,2022-12-20T08:00:00.000000000Z
1.06338,1.06384,1.06246,1.06371,2022-12-20T09:00:00.000000000Z
1.06370,1.06400,1.06248,1.06288,2022-12-20T10:00:00.000000000Z
1.06287,1.06461,1.06207,1.06430,2022-12-20T11:00:00.000000000Z
1.06430,1.06439,1.06104,1.06136,2022-12-20T12:00:00.000000000Z
1.06140,1.06171,1.05941,1.06157,2022-12-20T13:00:00.000000000Z
1.06156,1.06362,1.05984,1.06358,2022-12-20T14:00:00.000000000Z
1.06359,1.06586,1.06282,1.06402,2022-12-20T15:00:00.000000000Z
1.06402,1.06420,1.06138,1.06352,2022-12-20T16:00:00.000000000Z
1.06346,1.06379,1.06104,1.06151,2022-12-20T17:00:00.000000000Z
1.06149,1.06172,1.06056,1.06064,2022-12-20T18:00:00.000000000Z
1.06064,1.06230,1.05993,1.06216,2022-12-20T19:00:00.000000000Z
1.06216,1.06254,1.06138,1.06154,2022-12-20T20:00:00.000000000Z
1.06154,1.06292,1.06148,1.06213,2022-12-20T21:00:00.000000000Z
1.06268,1.06290,1.06222,1.06248,2022-12-20T22:00:00.000000000Z
1.06250,1.06284,1.06242,1.06254,2022-12-20T23:00:00.000000000Z
1.06256,1.06264,1.06178,1.06206,2022-12-21T00:00:00.000000000Z
1.06208,1.06256,1.06138,1.06200,2022-12-21T01:00:00.000000000Z
1.06200,1.06258,1.06136,1.06140,2022-12-21T02:00:00.000000000Z
1.06140,1.06172,1.06132,1.06166,2022-12-21T03:00:00.000000000Z
1.06166,1.06174,1.06070,1.06082,2022-12-21T04:00:00.000000000Z
1.06081,1.06178,1.06076,1.06176,2022-12-21T05:00:00.000000000Z
1.06176,1.06178,1.06099,1.06140,2022-12-21T06:00:00.000000000Z
1.06142,1.06348,1.06111,1.06318,2022-12-21T07:00:00.000000000Z
1.06323,1.06374,1.06168,1.06342,2022-12-21T08:00:00.000000000Z
1.06343,1.06366,1.06126,1.06146,2022-12-21T09:00:00.000000000Z
1.06145,1.06288,1.06132,1.06192,2022-12-21T10:00:00.000000000Z
1.06190,1.06210,1.06047,1.06058,2022-12-21T11:00:00.000000000Z
1.06060,1.06317,1.06048,1.06304,2022-12-21T12:00:00.000000000Z
1.06306,1.06454,1.06244,1.06286,2022-12-21T13:00:00.000000000Z
1.06288,1.06288,1.06024,1.06042,2022-12-21T14:00:00.000000000Z
1.06044,1.06334,1.05964,1.06154,2022-12-21T15:00:00.000000000Z
1.06155,1.06160,1.05953,1.05978,2022-12-21T16:00:00.000000000Z
1.05979,1.06058,1.05904,1.06006,2022-12-21T17:00:00.000000000Z
1.06008,1.06120,1.05932,1.06095,2022-12-21T18:00:00.000000000Z
1.06096,1.06200,1.06091,1.06143,2022-12-21T19:00:00.000000000Z
1.06145,1.06166,1.06080,1.06110,2022-12-21T20:00:00.000000000Z
1.06106,1.06128,1.06048,1.06052,2022-12-21T21:00:00.000000000Z
1.06060,1.06099,1.06051,1.06062,2022-12-21T22:00:00.000000000Z
1.06062,1.06118,1.06054,1.06080,2022-12-21T23:00:00.000000000Z
1.06062,1.06118,1.06054,1.06080,2022-12-21T23:00:00.000000000Z
1.06080,1.06184,1.06059,1.06181,2022-12-22T00:00:00.000000000Z
1.06180,1.06300,1.06136,1.06296,2022-12-22T01:00:00.000000000Z
1.06294,1.06334,1.06258,1.06288,2022-12-22T02:00:00.000000000Z
1.06288,1.06446,1.06288,1.06434,2022-12-22T03:00:00.000000000Z
1.06436,1.06460,1.06354,1.06446,2022-12-22T04:00:00.000000000Z
1.06445,1.06486,1.06384,1.06402,2022-12-22T05:00:00.000000000Z
1.06400,1.06498,1.06400,1.06446,2022-12-22T06:00:00.000000000Z
1.06446,1.06470,1.06350,1.06390,2022-12-22T07:00:00.000000000Z
1.06386,1.06595,1.06262,1.06362,2022-12-22T08:00:00.000000000Z
1.06360,1.06522,1.06290,1.06464,2022-12-22T09:00:00.000000000Z
1.06464,1.06564,1.06278,1.06282,2022-12-22T10:00:00.000000000Z
1.06284,1.06298,1.06140,1.06156,2022-12-22T11:00:00.000000000Z
1.06157,1.06390,1.06142,1.06368,2022-12-22T12:00:00.000000000Z
1.06370,1.06376,1.06036,1.06113,2022-12-22T13:00:00.000000000Z
1.06111,1.06186,1.05860,1.06083,2022-12-22T14:00:00.000000000Z
1.06085,1.06112,1.05904,1.06018,2022-12-22T15:00:00.000000000Z
1.06016,1.06060,1.05834,1.05873,2022-12-22T16:00:00.000000000Z
1.05872,1.05890,1.05821,1.05844,2022-12-22T17:00:00.000000000Z
1.05843,1.05884,1.05770,1.05794,2022-12-22T18:00:00.000000000Z
1.05796,1.05968,1.05734,1.05928,2022-12-22T19:00:00.000000000Z
1.05926,1.06034,1.05884,1.05979,2022-12-22T20:00:00.000000000Z
1.05976,1.06001,1.05916,1.05972,2022-12-22T21:00:00.000000000Z
1.05964,1.06002,1.05964,1.05984,2022-12-22T22:00:00.000000000Z
1.05989,1.06029,1.05988,1.06016,2022-12-22T23:00:00.000000000Z
1.06014,1.06042,1.05889,1.05894,2022-12-23T00:00:00.000000000Z
1.05892,1.06035,1.05868,1.06020,2022-12-23T01:00:00.000000000Z
1.06022,1.06124,1.06020,1.06082,2022-12-23T02:00:00.000000000Z
1.06086,1.06118,1.06062,1.06076,2022-12-23T03:00:00.000000000Z
1.06077,1.06104,1.06043,1.06058,2022-12-23T04:00:00.000000000Z
1.06060,1.06096,1.06030,1.06036,2022-12-23T05:00:00.000000000Z
1.06036,1.06114,1.06020,1.06068,2022-12-23T06:00:00.000000000Z
1.06068,1.06308,1.06058,1.06286,2022-12-23T07:00:00.000000000Z
1.06286,1.06286,1.05991,1.06047,2022-12-23T08:00:00.000000000Z
1.06044,1.06114,1.05962,1.06098,2022-12-23T09:00:00.000000000Z
1.06094,1.06228,1.06074,1.06196,2022-12-23T10:00:00.000000000Z
1.06197,1.06270,1.06099,1.06138,2022-12-23T11:00:00.000000000Z
1.06138,1.06242,1.06052,1.06212,2022-12-23T12:00:00.000000000Z
1.06213,1.06332,1.05950,1.06082,2022-12-23T13:00:00.000000000Z
1.06080,1.06196,1.05924,1.06102,2022-12-23T14:00:00.000000000Z
1.06133,1.06322,1.06070,1.06138,2022-12-23T15:00:00.000000000Z
1.06137,1.06256,1.06097,1.06208,2022-12-23T16:00:00.000000000Z
1.06206,1.06302,1.06190,1.06204,2022-12-23T17:00:00.000000000Z
1.06202,1.06218,1.06062,1.06096,2022-12-23T18:00:00.000000000Z
1.06094,1.06232,1.06060,1.06206,2022-12-23T19:00:00.000000000Z
1.06205,1.06214,1.06134,1.06164,2022-12-23T20:00:00.000000000Z
1.06166,1.06201,1.06126,1.06162,2022-12-23T21:00:00.000000000Z
1.06357,1.06374,1.06347,1.06370,2022-12-26T22:00:00.000000000Z
1.06378,1.06458,1.06312,1.06400,2022-12-26T23:00:00.000000000Z
1.06400,1.06462,1.06348,1.06427,2022-12-27T00:00:00.000000000Z
1.06430,1.06536,1.06415,1.06520,2022-12-27T01:00:00.000000000Z
1.06520,1.06606,1.06434,1.06475,2022-12-27T02:00:00.000000000Z
1.06476,1.06478,1.06356,1.06402,2022-12-27T03:00:00.000000000Z
1.06400,1.06460,1.06392,1.06457,2022-12-27T04:00:00.000000000Z
1.06458,1.06573,1.06428,1.06556,2022-12-27T05:00:00.000000000Z
1.06560,1.06650,1.06532,1.06640,2022-12-27T06:00:00.000000000Z
1.06640,1.06680,1.06436,1.06456,2022-12-27T07:00:00.000000000Z
1.06455,1.06580,1.06384,1.06518,2022-12-27T08:00:00.000000000Z
1.06520,1.06640,1.06481,1.06606,2022-12-27T09:00:00.000000000Z
1.06606,1.06696,1.06518,1.06658,2022-12-27T10:00:00.000000000Z
1.06656,1.06692,1.06526,1.06546,2022-12-27T11:00:00.000000000Z
1.06544,1.06576,1.06322,1.06353,2022-12-27T12:00:00.000000000Z
1.06360,1.06370,1.06196,1.06276,2022-12-27T13:00:00.000000000Z
1.06275,1.06297,1.06115,1.06262,2022-12-27T14:00:00.000000000Z
1.06260,1.06546,1.06242,1.06499,2022-12-27T15:00:00.000000000Z
1.06497,1.06604,1.06462,1.06529,2022-12-27T16:00:00.000000000Z
1.06529,1.06532,1.06337,1.06376,2022-12-27T17:00:00.000000000Z
1.06375,1.06515,1.06358,1.06488,2022-12-27T18:00:00.000000000Z
1.06487,1.06566,1.06376,1.06416,2022-12-27T19:00:00.000000000Z
1.06414,1.06469,1.06385,1.06412,2022-12-27T20:00:00.000000000Z
1.06413,1.06416,1.06364,1.06380,2022-12-27T21:00:00.000000000Z
1.06408,1.06454,1.06400,1.06422,2022-12-27T22:00:00.000000000Z
1.06420,1.06421,1.06308,1.06372,2022-12-27T23:00:00.000000000Z
1.06372,1.06429,1.06250,1.06284,2022-12-28T00:00:00.000000000Z
1.06284,1.06432,1.06272,1.06422,2022-12-28T01:00:00.000000000Z
1.06422,1.06422,1.06354,1.06367,2022-12-28T02:00:00.000000000Z
1.06368,1.06424,1.06320,1.06378,2022-12-28T03:00:00.000000000Z
1.06378,1.06449,1.06362,1.06418,2022-12-28T04:00:00.000000000Z
1.06417,1.06470,1.06406,1.06460,2022-12-28T05:00:00.000000000Z
1.06462,1.06526,1.06444,1.06463,2022-12-28T06:00:00.000000000Z
1.06462,1.06548,1.06440,1.06457,2022-12-28T07:00:00.000000000Z
1.06457,1.06481,1.06343,1.06360,2022-12-28T08:00:00.000000000Z
1.06362,1.06400,1.06278,1.06372,2022-12-28T09:00:00.000000000Z
1.06372,1.06433,1.06294,1.06340,2022-12-28T10:00:00.000000000Z
1.06338,1.06522,1.06314,1.06466,2022-12-28T11:00:00.000000000Z
1.06467,1.06577,1.06368,1.06462,2022-12-28T12:00:00.000000000Z
1.06461,1.06499,1.06338,1.06417,2022-12-28T13:00:00.000000000Z
1.06416,1.06746,1.06394,1.06574,2022-12-28T14:00:00.000000000Z
1.06575,1.06619,1.06115,1.06192,2022-12-28T15:00:00.000000000Z
1.06194,1.06275,1.06130,1.06214,2022-12-28T16:00:00.000000000Z
1.06214,1.06330,1.06160,1.06292,2022-12-28T17:00:00.000000000Z
1.06292,1.06358,1.06200,1.06200,2022-12-28T18:00:00.000000000Z
1.06201,1.06276,1.06148,1.06172,2022-12-28T19:00:00.000000000Z
1.06170,1.06178,1.06081,1.06082,2022-12-28T20:00:00.000000000Z
1.06078,1.06132,1.06067,1.06122,2022-12-28T21:00:00.000000000Z
1.06120,1.06166,1.06097,1.06162,2022-12-28T22:00:00.000000000Z
1.06162,1.06293,1.06158,1.06290,2022-12-28T23:00:00.000000000Z
1.06287,1.06374,1.06234,1.06341,2022-12-29T00:00:00.000000000Z
1.06342,1.06342,1.06270,1.06282,2022-12-29T01:00:00.000000000Z
1.06282,1.06330,1.06256,1.06256,2022-12-29T02:00:00.000000000Z
1.06256,1.06280,1.06200,1.06233,2022-12-29T03:00:00.000000000Z
1.06234,1.06262,1.06192,1.06254,2022-12-29T04:00:00.000000000Z
1.06252,1.06291,1.06214,1.06249,2022-12-29T05:00:00.000000000Z
1.06250,1.06270,1.06112,1.06142,2022-12-29T06:00:00.000000000Z
1.06136,1.06250,1.06122,1.06234,2022-12-29T07:00:00.000000000Z
1.06240,1.06428,1.06225,1.06303,2022-12-29T08:00:00.000000000Z
1.06307,1.06582,1.06307,1.06563,2022-12-29T09:00:00.000000000Z
1.06564,1.06565,1.06316,1.06362,2022-12-29T10:00:00.000000000Z
1.06362,1.06410,1.06327,1.06382,2022-12-29T11:00:00.000000000Z
1.06383,1.06534,1.06366,1.06525,2022-12-29T12:00:00.000000000Z
1.06526,1.06672,1.06451,1.06550,2022-12-29T13:00:00.000000000Z
1.06553,1.06702,1.06391,1.06447,2022-12-29T14:00:00.000000000Z
1.06446,1.06698,1.06365,1.06670,2022-12-29T15:00:00.000000000Z
1.06670,1.06710,1.06570,1.06662,2022-12-29T16:00:00.000000000Z
1.06664,1.06906,1.06647,1.06820,2022-12-29T17:00:00.000000000Z
1.06820,1.06834,1.06712,1.06749,2022-12-29T18:00:00.000000000Z
1.06748,1.06794,1.06735,1.06780,2022-12-29T19:00:00.000000000Z
1.06780,1.06780,1.06657,1.06680,2022-12-29T20:00:00.000000000Z
1.06684,1.06715,1.06602,1.06610,2022-12-29T21:00:00.000000000Z
1.06616,1.06640,1.06598,1.06610,2022-12-29T22:00:00.000000000Z
1.06616,1.06620,1.06544,1.06604,2022-12-29T23:00:00.000000000Z
1.06606,1.06684,1.06592,1.06683,2022-12-30T00:00:00.000000000Z
1.06682,1.06698,1.06572,1.06606,2022-12-30T01:00:00.000000000Z
1.06603,1.06606,1.06550,1.06588,2022-12-30T02:00:00.000000000Z
1.06582,1.06633,1.06573,1.06592,2022-12-30T03:00:00.000000000Z
1.06587,1.06596,1.06516,1.06553,2022-12-30T04:00:00.000000000Z
1.06552,1.06580,1.06423,1.06434,2022-12-30T05:00:00.000000000Z
1.06428,1.06505,1.06406,1.06446,2022-12-30T06:00:00.000000000Z
1.06446,1.06514,1.06386,1.06512,2022-12-30T07:00:00.000000000Z
1.06514,1.06747,1.06499,1.06712,2022-12-30T08:00:00.000000000Z
1.06711,1.06714,1.06515,1.06548,2022-12-30T09:00:00.000000000Z
1.06548,1.06762,1.06534,1.06698,2022-12-30T10:00:00.000000000Z
1.06697,1.06990,1.06696,1.06762,2022-12-30T11:00:00.000000000Z
1.06760,1.06880,1.06716,1.06723,2022-12-30T12:00:00.000000000Z
1.06719,1.06804,1.06454,1.06688,2022-12-30T13:00:00.000000000Z
1.06686,1.07012,1.06616,1.06884,2022-12-30T14:00:00.000000000Z
1.06884,1.06896,1.06594,1.06722,2022-12-30T15:00:00.000000000Z
1.06722,1.06972,1.06712,1.06968,2022-12-30T16:00:00.000000000Z
1.06966,1.07116,1.06964,1.07113,2022-12-30T17:00:00.000000000Z
1.07118,1.07133,1.07005,1.07024,2022-12-30T18:00:00.000000000Z
1.07026,1.07095,1.06952,1.06999,2022-12-30T19:00:00.000000000Z
1.06997,1.07084,1.06923,1.07055,2022-12-30T20:00:00.000000000Z
1.07054,1.07076,1.06974,1.07039,2022-12-30T21:00:00.000000000Z
1.06999,1.07062,1.06962,1.07057,2023-01-01T23:00:00.000000000Z
1.07048,1.07089,1.06937,1.07072,2023-01-02T00:00:00.000000000Z
1.07082,1.07090,1.06940,1.06985,2023-01-02T01:00:00.000000000Z
1.06981,1.06985,1.06900,1.06951,2023-01-02T02:00:00.000000000Z
1.06955,1.07034,1.06924,1.06958,2023-01-02T03:00:00.000000000Z
1.06953,1.07041,1.06947,1.07024,2023-01-02T04:00:00.000000000Z
1.07017,1.07017,1.06852,1.06968,2023-01-02T05:00:00.000000000Z
1.06981,1.07011,1.06783,1.06922,2023-01-02T06:00:00.000000000Z
1.06917,1.06935,1.06636,1.06786,2023-01-02T07:00:00.000000000Z
1.06787,1.06985,1.06712,1.06798,2023-01-02T08:00:00.000000000Z
1.06798,1.07001,1.06772,1.06791,2023-01-02T09:00:00.000000000Z
1.06788,1.06898,1.06750,1.06841,2023-01-02T10:00:00.000000000Z
1.06841,1.06866,1.06796,1.06848,2023-01-02T11:00:00.000000000Z
1.06848,1.06876,1.06771,1.06824,2023-01-02T12:00:00.000000000Z
1.06826,1.06865,1.06767,1.06790,2023-01-02T13:00:00.000000000Z
1.06790,1.06822,1.06702,1.06726,2023-01-02T14:00:00.000000000Z
1.06724,1.06738,1.06586,1.06606,2023-01-02T15:00:00.000000000Z
1.06604,1.06718,1.06516,1.06554,2023-01-02T16:00:00.000000000Z
1.06554,1.06621,1.06550,1.06610,2023-01-02T17:00:00.000000000Z
1.06609,1.06614,1.06526,1.06531,2023-01-02T18:00:00.000000000Z
1.06531,1.06614,1.06504,1.06579,2023-01-02T19:00:00.000000000Z
1.06583,1.06710,1.06572,1.06658,2023-01-02T20:00:00.000000000Z
1.06654,1.06744,1.06616,1.06638,2023-01-02T21:00:00.000000000Z
1.06675,1.06689,1.06650,1.06674,2023-01-02T22:00:00.000000000Z
1.06680,1.06835,1.06502,1.06768,2023-01-02T23:00:00.000000000Z
1.06768,1.06785,1.06668,1.06706,2023-01-03T00:00:00.000000000Z
1.06706,1.06744,1.06506,1.06600,2023-01-03T01:00:00.000000000Z
1.06598,1.06779,1.06578,1.06767,2023-01-03T02:00:00.000000000Z
1.06766,1.06788,1.06688,1.06726,2023-01-03T03:00:00.000000000Z
1.06726,1.06804,1.06670,1.06674,2023-01-03T04:00:00.000000000Z
1.06672,1.06709,1.06592,1.06636,2023-01-03T05:00:00.000000000Z
1.06636,1.06679,1.06516,1.06524,2023-01-03T06:00:00.000000000Z
1.06526,1.06588,1.06201,1.06238,2023-01-03T07:00:00.000000000Z
1.06238,1.06284,1.05508,1.05518,2023-01-03T08:00:00.000000000Z
1.05518,1.05610,1.05341,1.05476,2023-01-03T09:00:00.000000000Z
1.05477,1.05550,1.05256,1.05311,2023-01-03T10:00:00.000000000Z
1.05311,1.05360,1.05195,1.05284,2023-01-03T11:00:00.000000000Z
1.05284,1.05492,1.05240,1.05358,2023-01-03T12:00:00.000000000Z
1.05358,1.05700,1.05304,1.05603,2023-01-03T13:00:00.000000000Z
1.05604,1.05974,1.05554,1.05742,2023-01-03T14:00:00.000000000Z
1.05746,1.05822,1.05546,1.05554,2023-01-03T15:00:00.000000000Z
1.05556,1.05587,1.05376,1.05581,2023-01-03T16:00:00.000000000Z
1.05582,1.05592,1.05400,1.05463,2023-01-03T17:00:00.000000000Z
1.05462,1.05606,1.05432,1.05567,2023-01-03T18:00:00.000000000Z
1.05569,1.05682,1.05552,1.05664,2023-01-03T19:00:00.000000000Z
1.05666,1.05688,1.05506,1.05516,2023-01-03T20:00:00.000000000Z
1.05516,1.05540,1.05465,1.05490,2023-01-03T21:00:00.000000000Z
1.05478,1.05491,1.05460,1.05486,2023-01-03T22:00:00.000000000Z
1.05487,1.05546,1.05408,1.05456,2023-01-03T23:00:00.000000000Z
1.05456,1.05614,1.05452,1.05582,2023-01-04T00:00:00.000000000Z
1.05582,1.05699,1.05572,1.05669,2023-01-04T01:00:00.000000000Z
1.05669,1.05696,1.05616,1.05650,2023-01-04T02:00:00.000000000Z
1.05651,1.05699,1.05648,1.05691,2023-01-04T03:00:00.000000000Z
1.05692,1.05746,1.05658,1.05730,2023-01-04T04:00:00.000000000Z
1.05729,1.05785,1.05647,1.05694,2023-01-04T05:00:00.000000000Z
1.05694,1.05752,1.05598,1.05700,2023-01-04T06:00:00.000000000Z
1.05692,1.06061,1.05671,1.05938,2023-01-04T07:00:00.000000000Z
1.05940,1.06354,1.05903,1.06157,2023-01-04T08:00:00.000000000Z
1.06154,1.06302,1.06056,1.06108,2023-01-04T09:00:00.000000000Z
1.06106,1.06230,1.06084,1.06208,2023-01-04T10:00:00.000000000Z
1.06205,1.06245,1.06025,1.06046,2023-01-04T11:00:00.000000000Z
1.06046,1.06113,1.05988,1.06072,2023-01-04T12:00:00.000000000Z
1.06074,1.06198,1.05950,1.06106,2023-01-04T13:00:00.000000000Z
1.06106,1.06285,1.06023,1.06246,2023-01-04T14:00:00.000000000Z
1.06244,1.06253,1.05814,1.06032,2023-01-04T15:00:00.000000000Z
1.06032,1.06208,1.05927,1.06189,2023-01-04T16:00:00.000000000Z
1.06193,1.06201,1.06048,1.06074,2023-01-04T17:00:00.000000000Z
1.06074,1.06129,1.05956,1.05999,2023-01-04T18:00:00.000000000Z
1.06000,1.06068,1.05852,1.06058,2023-01-04T19:00:00.000000000Z
1.06054,1.06102,1.06013,1.06034,2023-01-04T20:00:00.000000000Z
1.06034,1.06080,1.06009,1.06044,2023-01-04T21:00:00.000000000Z
1.06039,1.06106,1.06011,1.06072,2023-01-04T22:00:00.000000000Z
1.06075,1.06116,1.06030,1.06061,2023-01-04T23:00:00.000000000Z
1.06060,1.06312,1.06032,1.06294,2023-01-05T00:00:00.000000000Z
1.06296,1.06316,1.06185,1.06202,2023-01-05T01:00:00.000000000Z
1.06200,1.06204,1.06092,1.06178,2023-01-05T02:00:00.000000000Z
1.06178,1.06197,1.06064,1.06072,2023-01-05T03:00:00.000000000Z
1.06072,1.06117,1.06036,1.06044,2023-01-05T04:00:00.000000000Z
1.06044,1.06108,1.06016,1.06108,2023-01-05T05:00:00.000000000Z
1.06110,1.06202,1.06030,1.06032,2023-01-05T06:00:00.000000000Z
1.06028,1.06123,1.05902,1.06056,2023-01-05T07:00:00.000000000Z
1.06056,1.06280,1.06051,1.06200,2023-01-05T08:00:00.000000000Z
1.06201,1.06290,1.06097,1.06234,2023-01-05T09:00:00.000000000Z
1.06238,1.06261,1.06098,1.06188,2023-01-05T10:00:00.000000000Z
1.06188,1.06221,1.06032,1.06112,2023-01-05T11:00:00.000000000Z
1.06115,1.06175,1.05982,1.05996,2023-01-05T12:00:00.000000000Z
1.05998,1.06084,1.05514,1.05524,2023-01-05T13:00:00.000000000Z
1.05526,1.05621,1.05358,1.05394,2023-01-05T14:00:00.000000000Z
1.05392,1.05677,1.05150,1.05184,2023-01-05T15:00:00.000000000Z
1.05188,1.05320,1.05176,1.05212,2023-01-05T16:00:00.000000000Z
1.05212,1.05332,1.05188,1.05300,2023-01-05T17:00:00.000000000Z
1.05300,1.05433,1.05293,1.05360,2023-01-05T18:00:00.000000000Z
1.05363,1.05387,1.05292,1.05302,2023-01-05T19:00:00.000000000Z
1.05298,1.05308,1.05200,1.05200,2023-01-05T20:00:00.000000000Z
1.05210,1.05230,1.05158,1.05215,2023-01-05T21:00:00.000000000Z
1.05210,1.05257,1.05207,1.05222,2023-01-05T22:00:00.000000000Z
1.05222,1.05264,1.05196,1.05208,2023-01-05T23:00:00.000000000Z
1.05210,1.05318,1.05192,1.05296,2023-01-06T00:00:00.000000000Z
1.05298,1.05326,1.05226,1.05252,2023-01-06T01:00:00.000000000Z
1.05252,1.05343,1.05250,1.05268,2023-01-06T02:00:00.000000000Z
1.05269,1.05366,1.05264,1.05324,2023-01-06T03:00:00.000000000Z
